,Date,Open,High,Low,Close,Adj Close,Volume
23,2016-02-05,7418.25,7503.14990234375,7406.64990234375,7489.10009765625,7489.10009765625,249800
24,2016-02-08,7489.7001953125,7512.5498046875,7363.2001953125,7387.25,7387.25,171500
25,2016-02-09,7303.9501953125,7323.4501953125,7275.14990234375,7298.2001953125,7298.2001953125,212100
26,2016-02-10,7264.2998046875,7271.85009765625,7177.75,7215.7001953125,7215.7001953125,246900
27,2016-02-11,7203.60009765625,7208.64990234375,6959.9501953125,6976.35009765625,6976.35009765625,292300
28,2016-02-12,7023.64990234375,7034.7998046875,6869.0,6980.9501953125,6980.9501953125,333900
29,2016-02-15,7057.35009765625,7182.7998046875,7056.7998046875,7162.9501953125,7162.9501953125,354200
30,2016-02-16,7201.25,7204.64990234375,7037.7001953125,7048.25,7048.25,253800
31,2016-02-17,7058.85009765625,7123.7001953125,6960.64990234375,7108.4501953125,7108.4501953125,260000
32,2016-02-18,7177.39990234375,7215.10009765625,7127.85009765625,7191.75,7191.75,246700
33,2016-02-19,7170.5498046875,7226.85009765625,7145.9501953125,7210.75,7210.75,192300
34,2016-02-22,7208.85009765625,7252.39990234375,7200.7001953125,7234.5498046875,7234.5498046875,154400
35,2016-02-23,7240.2998046875,7241.7001953125,7090.7001953125,7109.5498046875,7109.5498046875,194400
36,2016-02-24,7075.0,7090.7998046875,7009.75,7018.7001953125,7018.7001953125,199700
37,2016-02-25,7029.85009765625,7034.2001953125,6961.39990234375,6970.60009765625,6970.60009765625,283100
38,2016-02-26,7039.2998046875,7052.89990234375,6985.10009765625,7029.75,7029.75,206700
39,2016-02-29,7050.4501953125,7094.60009765625,6825.7998046875,6987.0498046875,6987.0498046875,473400
40,2016-03-01,7038.25,7235.5,7035.10009765625,7222.2998046875,7222.2998046875,275100
41,2016-03-02,7321.7001953125,7380.35009765625,7308.14990234375,7368.85009765625,7368.85009765625,338500
42,2016-03-03,7429.5498046875,7483.9501953125,7406.0498046875,7475.60009765625,7475.60009765625,278600
43,2016-03-04,7505.39990234375,7505.89990234375,7444.10009765625,7485.35009765625,7485.35009765625,281700
44,2016-03-08,7486.39990234375,7527.14990234375,7442.14990234375,7485.2998046875,7485.2998046875,257000
45,2016-03-09,7436.10009765625,7539.0,7424.2998046875,7531.7998046875,7531.7998046875,245100
46,2016-03-10,7545.35009765625,7547.10009765625,7447.39990234375,7486.14990234375,7486.14990234375,224700
47,2016-03-11,7484.85009765625,7543.9501953125,7460.60009765625,7510.2001953125,7510.2001953125,198700
48,2016-03-14,7542.60009765625,7583.7001953125,7515.0498046875,7538.75,7538.75,166900
49,2016-03-15,7535.85009765625,7545.2001953125,7452.7998046875,7460.60009765625,7460.60009765625,193700
50,2016-03-16,7457.0498046875,7508.0,7405.14990234375,7498.75,7498.75,195400
51,2016-03-17,7557.39990234375,7585.2998046875,7479.39990234375,7512.5498046875,7512.5498046875,239600
52,2016-03-18,7534.64990234375,7613.60009765625,7517.89990234375,7604.35009765625,7604.35009765625,237400
53,2016-03-21,7619.2001953125,7713.5498046875,7617.7001953125,7704.25,7704.25,196800
54,2016-03-22,7695.5498046875,7728.2001953125,7643.7998046875,7714.89990234375,7714.89990234375,208900
55,2016-03-23,7717.4501953125,7726.85009765625,7670.60009765625,7716.5,7716.5,199600
56,2016-03-28,7741.0,7749.39990234375,7587.7001953125,7615.10009765625,7615.10009765625,242400
57,2016-03-29,7606.5498046875,7652.89990234375,7582.25,7597.0,7597.0,216800
58,2016-03-30,7651.10009765625,7741.9501953125,7643.4501953125,7735.2001953125,7735.2001953125,232600
59,2016-03-31,7727.64990234375,7777.60009765625,7702.0,7738.39990234375,7738.39990234375,380100
60,2016-04-01,7718.0498046875,7740.14990234375,7666.10009765625,7713.0498046875,7713.0498046875,183900
61,2016-04-04,7733.14990234375,7764.4501953125,7704.39990234375,7758.7998046875,7758.7998046875,155500
62,2016-04-05,7736.2998046875,7736.2998046875,7588.64990234375,7603.2001953125,7603.2001953125,203800
63,2016-04-06,7636.0498046875,7638.64990234375,7591.75,7614.35009765625,7614.35009765625,165600
64,2016-04-07,7630.39990234375,7630.75,7535.85009765625,7546.4501953125,7546.4501953125,234400
65,2016-04-08,7542.35009765625,7569.35009765625,7526.7001953125,7555.2001953125,7555.2001953125,143400
66,2016-04-11,7577.7998046875,7678.7998046875,7516.85009765625,7671.39990234375,7671.39990234375,179800
67,2016-04-12,7669.25,7717.39990234375,7663.35009765625,7708.9501953125,7708.9501953125,163400
68,2016-04-13,7777.14990234375,7864.7998046875,7772.2001953125,7850.4501953125,7850.4501953125,220400
69,2016-04-18,7908.14990234375,7920.60009765625,7842.75,7914.7001953125,7914.7001953125,184600
70,2016-04-20,7950.0498046875,7950.39990234375,7877.5498046875,7914.75,7914.75,205300
71,2016-04-21,7953.64990234375,7978.4501953125,7884.10009765625,7912.0498046875,7912.0498046875,223700
72,2016-04-22,7891.7998046875,7923.35009765625,7873.35009765625,7899.2998046875,7899.2998046875,183300
73,2016-04-25,7894.7998046875,7911.0,7827.0,7855.0498046875,7855.0498046875,146300
74,2016-04-26,7828.14990234375,7974.5,7822.5498046875,7962.64990234375,7962.64990234375,202400
75,2016-04-27,7942.0,7991.0,7940.5498046875,7979.89990234375,7979.89990234375,206800
76,2016-04-28,7967.39990234375,7992.0,7834.4501953125,7847.25,7847.25,292500
77,2016-04-29,7844.25,7889.0498046875,7788.7001953125,7849.7998046875,7849.7998046875,243700
78,2016-05-02,7822.7001953125,7829.7998046875,7777.2998046875,7805.89990234375,7805.89990234375,146300
79,2016-05-03,7824.7998046875,7890.25,7735.14990234375,7747.0,7747.0,186500
80,2016-05-04,7724.14990234375,7749.0,7697.25,7706.5498046875,7706.5498046875,199700
81,2016-05-05,7731.0,7777.5498046875,7706.85009765625,7735.5,7735.5,185100
82,2016-05-06,7717.64990234375,7738.89990234375,7678.35009765625,7733.4501953125,7733.4501953125,163600
83,2016-05-09,7755.25,7873.64990234375,7753.5498046875,7866.0498046875,7866.0498046875,160600
84,2016-05-10,7873.5498046875,7896.89990234375,7837.7001953125,7887.7998046875,7887.7998046875,162000
85,2016-05-11,7804.64990234375,7893.10009765625,7780.89990234375,7848.85009765625,7848.85009765625,214100
86,2016-05-12,7871.4501953125,7916.0498046875,7849.64990234375,7900.39990234375,7900.39990234375,152700
87,2016-05-13,7881.0,7881.0,7784.2001953125,7814.89990234375,7814.89990234375,179500
88,2016-05-16,7831.2001953125,7873.89990234375,7772.14990234375,7860.75,7860.75,205200
89,2016-05-17,7896.85009765625,7940.10009765625,7879.7001953125,7890.75,7890.75,183400
90,2016-05-18,7846.75,7882.0498046875,7810.75,7870.14990234375,7870.14990234375,156400
91,2016-05-19,7875.5,7876.2001953125,7766.7998046875,7783.39990234375,7783.39990234375,170400
92,2016-05-20,7792.2001953125,7812.39990234375,7735.75,7749.7001953125,7749.7001953125,157000
93,2016-05-23,7813.9501953125,7820.60009765625,7722.2001953125,7731.0498046875,7731.0498046875,172000
94,2016-05-24,7738.0498046875,7761.5498046875,7715.7998046875,7748.85009765625,7748.85009765625,147000
95,2016-05-25,7811.7998046875,7941.2001953125,7809.2998046875,7934.89990234375,7934.89990234375,176200
96,2016-05-26,7974.4501953125,8083.0,7948.5,8069.64990234375,8069.64990234375,264300
97,2016-05-27,8081.9501953125,8164.2001953125,8077.0498046875,8156.64990234375,8156.64990234375,260900
98,2016-05-30,8166.5,8200.0,8150.7998046875,8178.5,8178.5,247400
99,2016-05-31,8209.849609375,8213.599609375,8134.2998046875,8160.10009765625,8160.10009765625,471000
100,2016-06-01,8179.2001953125,8215.349609375,8171.0498046875,8179.9501953125,8179.9501953125,194400
101,2016-06-02,8156.89990234375,8229.5,8154.75,8218.9501953125,8218.9501953125,181700
102,2016-06-03,8246.2001953125,8262.0,8209.849609375,8220.7998046875,8220.7998046875,379000
103,2016-06-06,8228.75,8234.7001953125,8186.0498046875,8201.0498046875,8201.0498046875,171600
104,2016-06-07,8235.5498046875,8294.9501953125,8216.400390625,8266.4501953125,8266.4501953125,241900
105,2016-06-08,8285.5,8288.900390625,8252.0498046875,8273.0498046875,8273.0498046875,174300
106,2016-06-09,8273.349609375,8273.349609375,8184.60009765625,8203.599609375,8203.599609375,174900
107,2016-06-10,8180.25,8265.599609375,8162.85009765625,8170.0498046875,8170.0498046875,182200
108,2016-06-13,8102.25,8125.25,8063.89990234375,8110.60009765625,8110.60009765625,169700
109,2016-06-14,8134.39990234375,8134.9501953125,8069.5,8108.85009765625,8108.85009765625,145500
110,2016-06-15,8139.39990234375,8213.2001953125,8123.14990234375,8206.599609375,8206.599609375,169800
111,2016-06-16,8180.64990234375,8180.64990234375,8074.4501953125,8140.75,8140.75,189200
112,2016-06-17,8176.64990234375,8195.25,8135.7998046875,8170.2001953125,8170.2001953125,166600
113,2016-06-20,8115.75,8244.150390625,8107.35009765625,8238.5,8238.5,168600
114,2016-06-21,8255.400390625,8257.25,8202.150390625,8219.900390625,8219.900390625,137000
115,2016-06-22,8213.650390625,8238.349609375,8153.25,8203.7001953125,8203.7001953125,136100
116,2016-06-23,8201.150390625,8285.599609375,8188.2998046875,8270.4501953125,8270.4501953125,154100
117,2016-06-24,8029.10009765625,8100.7001953125,7927.0498046875,8088.60009765625,8088.60009765625,297600
118,2016-06-27,8039.35009765625,8120.64990234375,8039.35009765625,8094.7001953125,8094.7001953125,162500
119,2016-06-28,8096.0498046875,8146.35009765625,8086.85009765625,8127.85009765625,8127.85009765625,170400
120,2016-06-29,8173.10009765625,8212.400390625,8157.64990234375,8204.0,8204.0,147000
121,2016-06-30,8260.25,8308.150390625,8242.099609375,8287.75,8287.75,279400
122,2016-07-01,8313.0498046875,8356.75,8308.650390625,8328.349609375,8328.349609375,165500
123,2016-07-04,8376.75,8398.4501953125,8364.7001953125,8370.7001953125,8370.7001953125,154200
124,2016-07-05,8379.2998046875,8381.4501953125,8319.9501953125,8335.9501953125,8335.9501953125,139000
125,2016-07-07,8342.0,8361.9501953125,8317.7001953125,8337.900390625,8337.900390625,155500
126,2016-07-08,8350.0,8353.2998046875,8287.5498046875,8323.2001953125,8323.2001953125,137900
127,2016-07-11,8413.349609375,8475.25,8407.0498046875,8467.900390625,8467.900390625,149800
128,2016-07-12,8502.599609375,8526.599609375,8479.2001953125,8521.0498046875,8521.0498046875,183600
129,2016-07-13,8540.4501953125,8550.25,8493.5498046875,8519.5,8519.5,195500
130,2016-07-14,8515.75,8571.400390625,8500.7001953125,8565.0,8565.0,153900
131,2016-07-15,8565.4501953125,8594.7998046875,8510.0498046875,8541.400390625,8541.400390625,221700
132,2016-07-18,8564.0498046875,8587.099609375,8494.349609375,8508.7001953125,8508.7001953125,164300
133,2016-07-19,8514.2998046875,8540.0498046875,8476.7001953125,8528.5498046875,8528.5498046875,167900
134,2016-07-20,8515.4501953125,8569.900390625,8512.5498046875,8565.849609375,8565.849609375,160300
135,2016-07-21,8582.7001953125,8585.25,8503.4501953125,8510.099609375,8510.099609375,150000
136,2016-07-22,8519.650390625,8548.9501953125,8489.7998046875,8541.2001953125,8541.2001953125,143200
137,2016-07-25,8519.9501953125,8641.150390625,8517.2001953125,8635.650390625,8635.650390625,150000
138,2016-07-26,8633.75,8644.900390625,8577.150390625,8590.650390625,8590.650390625,154800
139,2016-07-27,8599.400390625,8665.0,8572.0498046875,8615.7998046875,8615.7998046875,184100
140,2016-07-28,8636.9501953125,8674.7001953125,8625.25,8666.2998046875,8666.2998046875,233500
141,2016-07-29,8668.2998046875,8670.349609375,8631.150390625,8638.5,8638.5,157000
142,2016-08-01,8654.2998046875,8711.2998046875,8590.5,8636.5498046875,8636.5498046875,188400
143,2016-08-02,8647.4501953125,8687.2001953125,8611.400390625,8622.900390625,8622.900390625,169400
144,2016-08-03,8635.2001953125,8635.4501953125,8529.599609375,8544.849609375,8544.849609375,163000
145,2016-08-04,8599.9501953125,8601.400390625,8518.150390625,8551.099609375,8551.099609375,164700
146,2016-08-05,8600.2001953125,8689.400390625,8590.150390625,8683.150390625,8683.150390625,157900
147,2016-08-08,8712.849609375,8723.5,8697.599609375,8711.349609375,8711.349609375,172600
148,2016-08-09,8727.7998046875,8728.349609375,8638.2001953125,8678.25,8678.25,200100
149,2016-08-10,8686.7001953125,8690.099609375,8564.599609375,8575.2998046875,8575.2998046875,173600
150,2016-08-11,8572.7998046875,8601.150390625,8540.0498046875,8592.150390625,8592.150390625,189200
151,2016-08-16,8670.25,8682.349609375,8600.4501953125,8642.5498046875,8642.5498046875,224800
152,2016-08-17,8639.7998046875,8667.099609375,8603.599609375,8624.0498046875,8624.0498046875,174100
153,2016-08-18,8648.849609375,8690.7001953125,8645.0498046875,8673.25,8673.25,164300
154,2016-08-19,8694.2998046875,8696.599609375,8647.099609375,8666.900390625,8666.900390625,191900
155,2016-08-22,8667.0,8684.849609375,8614.0,8629.150390625,8629.150390625,152300
156,2016-08-23,8628.349609375,8642.150390625,8580.0,8632.599609375,8632.599609375,187500
157,2016-08-24,8648.5,8661.0498046875,8620.900390625,8650.2998046875,8650.2998046875,149600
158,2016-08-25,8668.849609375,8683.0498046875,8583.650390625,8592.2001953125,8592.2001953125,213100
159,2016-08-26,8614.349609375,8622.9501953125,8547.5498046875,8572.5498046875,8572.5498046875,147500
160,2016-08-29,8583.75,8622.0,8543.75,8607.4501953125,8607.4501953125,129700
161,2016-08-30,8646.75,8750.599609375,8642.25,8744.349609375,8744.349609375,150200
162,2016-08-31,8754.0498046875,8819.2001953125,8754.0498046875,8786.2001953125,8786.2001953125,362200
163,2016-09-01,8793.599609375,8813.25,8759.9501953125,8774.650390625,8774.650390625,238900
164,2016-09-02,8796.349609375,8824.099609375,8768.2001953125,8809.650390625,8809.650390625,191500
165,2016-09-06,8852.7001953125,8950.849609375,8848.4501953125,8943.0,8943.0,195600
166,2016-09-07,8968.7001953125,8968.7001953125,8913.349609375,8917.9501953125,8917.9501953125,290100
167,2016-09-08,8915.5,8960.349609375,8896.0,8952.5,8952.5,217200
168,2016-09-09,8934.2998046875,8939.150390625,8858.7001953125,8866.7001953125,8866.7001953125,175900
169,2016-09-12,8732.9501953125,8746.9501953125,8699.400390625,8715.599609375,8715.599609375,184500
170,2016-09-14,8710.650390625,8739.849609375,8688.900390625,8726.599609375,8726.599609375,184300
171,2016-09-15,8743.849609375,8751.9501953125,8704.349609375,8742.5498046875,8742.5498046875,145400
172,2016-09-16,8780.849609375,8847.650390625,8750.5,8779.849609375,8779.849609375,265800
173,2016-09-19,8788.4501953125,8824.2998046875,8774.2001953125,8808.400390625,8808.400390625,131700
174,2016-09-20,8816.099609375,8816.4501953125,8759.2998046875,8775.900390625,8775.900390625,136500
175,2016-09-21,8790.2998046875,8826.849609375,8757.2998046875,8777.150390625,8777.150390625,148800
176,2016-09-22,8873.349609375,8893.349609375,8837.7998046875,8867.4501953125,8867.4501953125,172800
177,2016-09-23,8880.75,8885.2001953125,8820.2998046875,8831.5498046875,8831.5498046875,185900
178,2016-09-26,8807.900390625,8809.5498046875,8715.099609375,8723.0498046875,8723.0498046875,164000
179,2016-09-27,8748.900390625,8768.5,8690.5,8706.400390625,8706.400390625,151400
180,2016-09-28,8711.2001953125,8767.0498046875,8703.150390625,8745.150390625,8745.150390625,165500
181,2016-09-29,8792.7001953125,8800.650390625,8558.25,8591.25,8591.25,372900
182,2016-09-30,8581.5,8637.150390625,8555.2001953125,8611.150390625,8611.150390625,181700
183,2016-10-03,8666.150390625,8745.2001953125,8635.0,8738.099609375,8738.099609375,137300
184,2016-10-04,8770.0,8783.650390625,8736.099609375,8769.150390625,8769.150390625,184300
185,2016-10-05,8806.349609375,8806.9501953125,8731.400390625,8743.9501953125,8743.9501953125,157200
186,2016-10-06,8768.7001953125,8781.150390625,8684.650390625,8709.5498046875,8709.5498046875,163600
187,2016-10-07,8721.7001953125,8723.7001953125,8663.7998046875,8697.599609375,8697.599609375,150400
188,2016-10-10,8735.349609375,8745.7998046875,8703.9501953125,8708.7998046875,8708.7998046875,108400
189,2016-10-13,8671.5,8681.5498046875,8541.349609375,8573.349609375,8573.349609375,212300
190,2016-10-14,8594.0,8604.4501953125,8549.7998046875,8583.400390625,8583.400390625,162800
191,2016-10-17,8612.9501953125,8615.400390625,8506.150390625,8520.400390625,8520.400390625,197400
192,2016-10-18,8556.0498046875,8685.099609375,8555.900390625,8677.900390625,8677.900390625,216600
193,2016-10-19,8697.5,8698.75,8636.7001953125,8659.099609375,8659.099609375,172100
194,2016-10-20,8693.349609375,8727.0,8678.2998046875,8699.400390625,8699.400390625,161000
195,2016-10-21,8708.599609375,8709.099609375,8652.0498046875,8693.0498046875,8693.0498046875,157300
196,2016-10-24,8709.849609375,8736.9501953125,8684.150390625,8708.9501953125,8708.9501953125,157100
197,2016-10-25,8721.7001953125,8722.650390625,8663.4501953125,8691.2998046875,8691.2998046875,189800
198,2016-10-26,8657.2998046875,8657.2998046875,8596.599609375,8615.25,8615.25,219300
199,2016-10-27,8607.099609375,8624.849609375,8550.25,8615.25,8615.25,242800
200,2016-10-28,8625.0,8653.75,8581.75,8638.0,8638.0,175500
201,2016-11-01,8653.150390625,8669.599609375,8614.5,8626.25,8626.25,165000
202,2016-11-02,8542.7998046875,8549.5,8504.849609375,8514.0,8514.0,155300
203,2016-11-03,8499.849609375,8537.650390625,8476.150390625,8484.9501953125,8484.9501953125,170500
204,2016-11-04,8503.599609375,8504.0,8400.25,8433.75,8433.75,224800
205,2016-11-07,8535.75,8535.849609375,8481.4501953125,8497.0498046875,8497.0498046875,172800
206,2016-11-08,8540.0,8559.400390625,8480.099609375,8543.5498046875,8543.5498046875,195700
207,2016-11-09,8067.5,8476.2001953125,8002.25,8432.0,8432.0,314300
208,2016-11-10,8555.599609375,8598.4501953125,8510.7001953125,8525.75,8525.75,263100
209,2016-11-11,8456.650390625,8460.599609375,8284.9501953125,8296.2998046875,8296.2998046875,266900
210,2016-11-15,8284.849609375,8288.5498046875,8093.2001953125,8108.4501953125,8108.4501953125,359200
211,2016-11-16,8205.650390625,8210.0498046875,8089.39990234375,8111.60009765625,8111.60009765625,269500
212,2016-11-17,8105.10009765625,8151.25,8060.2998046875,8079.9501953125,8079.9501953125,191300
213,2016-11-18,8097.5498046875,8128.9501953125,8048.2998046875,8074.10009765625,8074.10009765625,161200
214,2016-11-21,8102.10009765625,8102.4501953125,7916.39990234375,7929.10009765625,7929.10009765625,218800
215,2016-11-22,7989.14990234375,8019.0498046875,7938.14990234375,8002.2998046875,8002.2998046875,210200
216,2016-11-23,8051.2001953125,8055.2001953125,7973.10009765625,8033.2998046875,8033.2998046875,181000
217,2016-11-24,8011.7998046875,8024.85009765625,7952.5498046875,7965.5,7965.5,260500
218,2016-11-25,8007.9501953125,8122.25,7976.75,8114.2998046875,8114.2998046875,177900
219,2016-11-28,8080.64990234375,8146.5,8066.5,8126.89990234375,8126.89990234375,189700
220,2016-11-29,8131.5498046875,8197.349609375,8128.7001953125,8142.14990234375,8142.14990234375,189700
221,2016-11-30,8172.14990234375,8234.25,8139.25,8224.5,8224.5,248000
222,2016-12-01,8244.0,8250.7998046875,8185.0498046875,8192.900390625,8192.900390625,157700
223,2016-12-02,8153.5498046875,8159.2998046875,8070.0498046875,8086.7998046875,8086.7998046875,171500
224,2016-12-05,8088.75,8141.89990234375,8056.85009765625,8128.75,8128.75,126500
225,2016-12-06,8153.14990234375,8178.7001953125,8130.85009765625,8143.14990234375,8143.14990234375,115300
226,2016-12-07,8168.39990234375,8190.4501953125,8077.5,8102.0498046875,8102.0498046875,169800
227,2016-12-08,8152.10009765625,8256.25,8151.75,8246.849609375,8246.849609375,142500
228,2016-12-09,8271.7001953125,8274.9501953125,8241.9501953125,8261.75,8261.75,149700
229,2016-12-12,8230.650390625,8230.650390625,8154.4501953125,8170.7998046875,8170.7998046875,108100
230,2016-12-13,8196.150390625,8228.849609375,8155.7998046875,8221.7998046875,8221.7998046875,184000
231,2016-12-14,8229.349609375,8229.400390625,8165.10009765625,8182.4501953125,8182.4501953125,144600
232,2016-12-15,8128.39990234375,8225.900390625,8121.9501953125,8153.60009765625,8153.60009765625,181800
233,2016-12-16,8178.2001953125,8178.7001953125,8127.4501953125,8139.4501953125,8139.4501953125,203000
234,2016-12-19,8126.0,8132.5,8094.85009765625,8104.35009765625,8104.35009765625,107400
235,2016-12-20,8110.60009765625,8124.10009765625,8062.75,8082.39990234375,8082.39990234375,128000
236,2016-12-21,8105.85009765625,8112.5498046875,8053.25,8061.2998046875,8061.2998046875,123700
237,2016-12-22,8043.85009765625,8046.4501953125,7964.9501953125,7979.10009765625,7979.10009765625,122600
238,2016-12-23,7972.5,8022.60009765625,7942.0498046875,7985.75,7985.75,124100
239,2016-12-26,7965.10009765625,7970.0498046875,7893.7998046875,7908.25,7908.25,106900
240,2016-12-27,7915.0498046875,8044.64990234375,7903.7001953125,8032.85009765625,8032.85009765625,118800
241,2016-12-28,8047.5498046875,8100.5498046875,8028.39990234375,8034.85009765625,8034.85009765625,126700
242,2016-12-29,8030.60009765625,8111.10009765625,8020.7998046875,8103.60009765625,8103.60009765625,178500
243,2016-12-30,8119.64990234375,8197.0,8114.75,8185.7998046875,8185.7998046875,127600
244,2017-01-02,8210.099609375,8212.0,8133.7998046875,8179.5,8179.5,118300
245,2017-01-03,8196.0498046875,8219.099609375,8148.60009765625,8192.25,8192.25,127300
246,2017-01-04,8202.650390625,8218.5,8180.89990234375,8190.5,8190.5,132400
247,2017-01-05,8226.650390625,8282.650390625,8223.7001953125,8273.7998046875,8273.7998046875,159100
248,2017-01-06,8281.849609375,8306.849609375,8233.25,8243.7998046875,8243.7998046875,139400
249,2017-01-09,8259.349609375,8263.0,8227.75,8236.0498046875,8236.0498046875,99100
250,2017-01-10,8262.7001953125,8293.7998046875,8261.0,8288.599609375,8288.599609375,142900
251,2017-01-11,8327.7998046875,8389.0,8322.25,8380.650390625,8380.650390625,186500
252,2017-01-12,8391.0498046875,8417.2001953125,8382.2998046875,8407.2001953125,8407.2001953125,172600
253,2017-01-13,8457.650390625,8461.0498046875,8373.150390625,8400.349609375,8400.349609375,185300
254,2017-01-16,8390.9501953125,8426.7001953125,8374.400390625,8412.7998046875,8412.7998046875,124100
255,2017-01-17,8415.0498046875,8440.900390625,8378.2998046875,8398.0,8398.0,122000
256,2017-01-18,8403.849609375,8460.2998046875,8397.400390625,8417.0,8417.0,163800
257,2017-01-19,8418.400390625,8445.150390625,8404.0498046875,8435.099609375,8435.099609375,165900
258,2017-01-20,8404.349609375,8423.650390625,8340.9501953125,8349.349609375,8349.349609375,202600
259,2017-01-23,8329.599609375,8404.150390625,8327.2001953125,8391.5,8391.5,195000
260,2017-01-24,8407.0498046875,8480.9501953125,8398.150390625,8475.7998046875,8475.7998046875,179200
261,2017-01-25,8499.4501953125,8612.599609375,8493.9501953125,8602.75,8602.75,292500
262,2017-01-27,8610.5,8672.7001953125,8606.900390625,8641.25,8641.25,275400
263,2017-01-30,8635.5498046875,8662.599609375,8617.75,8632.75,8632.75,304700
264,2017-01-31,8629.4501953125,8631.75,8552.400390625,8561.2998046875,8561.2998046875,521000
265,2017-02-01,8570.349609375,8722.400390625,8537.5,8716.400390625,8716.400390625,327700
266,2017-02-02,8724.75,8757.599609375,8685.7998046875,8734.25,8734.25,283500
267,2017-02-03,8735.150390625,8748.25,8707.75,8740.9501953125,8740.9501953125,191000
268,2017-02-06,8785.4501953125,8814.099609375,8770.2001953125,8801.0498046875,8801.0498046875,194400
269,2017-02-07,8805.7001953125,8809.2998046875,8741.0498046875,8768.2998046875,8768.2998046875,226300
270,2017-02-08,8774.5498046875,8791.25,8715.0,8769.0498046875,8769.0498046875,218700
271,2017-02-09,8795.5498046875,8821.400390625,8724.099609375,8778.400390625,8778.400390625,187500
272,2017-02-10,8812.349609375,8822.099609375,8771.2001953125,8793.5498046875,8793.5498046875,225900
273,2017-02-13,8819.7998046875,8826.900390625,8754.2001953125,8805.0498046875,8805.0498046875,204900
274,2017-02-14,8819.900390625,8820.4501953125,8772.5,8792.2998046875,8792.2998046875,188300
275,2017-02-15,8778.9501953125,8807.900390625,8712.849609375,8724.7001953125,8724.7001953125,216100
276,2017-02-16,8739.0,8783.9501953125,8719.599609375,8778.0,8778.0,184600
277,2017-02-17,8883.7001953125,8896.4501953125,8804.25,8821.7001953125,8821.7001953125,298300
278,2017-02-20,8818.5498046875,8886.25,8809.7998046875,8879.2001953125,8879.2001953125,167800
279,2017-02-21,8890.75,8920.7998046875,8860.9501953125,8907.849609375,8907.849609375,175700
280,2017-02-22,8931.599609375,8960.75,8905.25,8926.900390625,8926.900390625,247100
281,2017-02-23,8956.400390625,8982.150390625,8927.5498046875,8939.5,8939.5,377200
282,2017-02-27,8943.7001953125,8951.7998046875,8888.650390625,8896.7001953125,8896.7001953125,189900
283,2017-02-28,8898.9501953125,8914.75,8867.599609375,8879.599609375,8879.599609375,293600
284,2017-03-01,8904.400390625,8960.7998046875,8898.599609375,8945.7998046875,8945.7998046875,205900
285,2017-03-02,8982.849609375,8992.5,8879.7998046875,8899.75,8899.75,218800
286,2017-03-03,8883.5,8907.099609375,8860.099609375,8897.5498046875,8897.5498046875,202600
287,2017-03-06,8915.099609375,8967.7998046875,8914.0,8963.4501953125,8963.4501953125,174800
288,2017-03-07,8977.75,8977.849609375,8932.7998046875,8946.900390625,8946.900390625,173400
289,2017-03-08,8950.7001953125,8957.0498046875,8891.9501953125,8924.2998046875,8924.2998046875,177800
